_id,ltable_id,rtable_id,ltable_name,ltable_release_year,ltable_director,ltable_actors,ltable_runtime,rtable_name,rtable_release_year,rtable_director,rtable_actors,rtable_runtime,label
860,a1698,b31,carol,2015,Todd Haynes,Cate Blanchett Rooney Mara Sarah Paulson Kyle Chandler,118,carol,2015,Todd Haynes,Cate Blanchett Cory Michael Smith Jake Lacy John Magaro Kyle Chandler Rooney Mara Sarah Paulson,118,1
1195,a132,b34,the social network,2010,David Fincher,Jesse Eisenberg Andrew Garfield Justin Timberlake Rooney Mara,120,the social network,2010,David Fincher,Andrew Garfield Jesse Eisenberg Justin Timberlake,120,1
1311,a45,b40,wall  e,2008,Andrew Stanton,Ben Burtt Elissa Knight Jeff Garlin Fred Willard,98,wall e,2008,Andrew Stanton,Ben Burtt Elissa Knight Jeff Garlin,98,1
1499,a2405,b43,the man who shot liberty valance,1962,John Ford,James Stewart John Wayne Vera Miles Lee Marvin,123,the man who shot liberty valance,1962,John Ford,Andy Devine Edmond O'Brien James Stewart Jeanette Nolan John Carradine John Qualen John Wayne Ken Murray Lee Marvin Vera Miles,123,1
1787,a176,b50,inside out,2015,Pete Docter Ronnie Del Carmen,Amy Poehler Bill Hader Lewis Black Mindy Kaling,95,inside out,2015,Pete Docter Ronaldo Del Carmen,Amy Poehler Bill Hader Lewis Black Mindy Kaling Phyllis Smith,94,1
1795,a907,b51,sideways,2004,Alexander Payne,Paul Giamatti Thomas Haden Church Virginia Madsen Sandra Oh,126,sideways,2004,Alexander Payne,Paul Giamatti Sandra Oh Thomas Haden Church Virginia Madsen,126,1
1954,a1488,b54,lady bird,2017,Greta Gerwig,Saoirse Ronan Laurie Metcalf Tracy Letts Lucas Hedges,94,lady bird,2017,Greta Gerwig,Andy Buckley Beanie Feldstein Danielle Macdonald Jake McDorman Jordan Rodrigues Kathryn Newton Kristen Cloke Laura Marano Laurie Metcalf Lois Smith Lucas Hedges Odeya Rush Saoirse Ronan Stephen Henderson Timoth Tracy Letts,94,1
2047,a1881,b58,amour,2012,Michael Haneke,Jean-Louis Trintignant Emmanuelle Riva Isabelle Huppert Alexandre Tharaud,127,amour,2012,Michael Haneke,Emmanuelle Riva Isabelle Huppert Jean-Louis Trintignant,127,1
2153,a353,b63,spotlight,2015,Tom McCarthy,Mark Ruffalo Michael Keaton Rachel McAdams Liev Schreiber,128,spotlight,2015,Thomas McCarthy,John Slattery Liev Schreiber Mark Ruffalo Michael Keaton Rachel McAdams Stanley Tucci,128,1
2315,a207,b70,there will be blood,2007,Paul Thomas Anderson,Daniel Day-Lewis Paul Dano Ciarán Hinds Martin Stringer,158,there will be blood,2007,Paul Thomas Anderson,Daniel Day-Lewis,158,1
2412,a2337,b78,the king of comedy,1982,Martin Scorsese,Robert De Niro Jerry Lewis Diahnne Abbott Sandra Bernhard,109,raging bull,1980,Martin Scorsese,Cathy Moriarty Joe Pesci Robert De Niro,0,0
2425,a467,b78,raging bull,1980,Martin Scorsese,Robert De Niro Cathy Moriarty Joe Pesci Frank Vincent,129,raging bull,1980,Martin Scorsese,Cathy Moriarty Joe Pesci Robert De Niro,0,1
2440,a332,b79,platoon,1986,Oliver Stone,Charlie Sheen Tom Berenger Willem Dafoe Keith David,120,platoon,1987,Oliver Stone,Tom Berenger Willem Dafoe,120,1
2537,a590,b85,annie hall,1977,Woody Allen,Woody Allen Diane Keaton Tony Roberts Carol Kane,93,annie hall,1977,Woody Allen,Diane Keaton Woody Allen,93,1
2544,a1303,b85,manhattan,1979,Woody Allen,Woody Allen Diane Keaton Mariel Hemingway Michael Murphy,96,annie hall,1977,Woody Allen,Diane Keaton Woody Allen,93,0
2640,a2769,b89,the best years of our lives,1946,William Wyler,Myrna Loy Dana Andrews Fredric March Teresa Wright,170,the best years of our lives,1946,William Wyler,Cathy O'Donnell Dana Andrews Fredric March Gladys George Harold Russell Hoagy Carmichael Myrna Loy Roman Bohnen Teresa Wright Virginia Mayo,170,1
2817,a2295,b98,the african queen,1951,John Huston,Humphrey Bogart Katharine Hepburn Robert Morley Peter Bull,105,the african queen,1952,John Huston,Errol John Gerald Onn Humphrey Bogart Katharine Hepburn Peter Bull Peter Swanwick Richard Marner Robert Morley Theodore Bikel Walter Gotell,105,1
2830,a2864,b99,the triplets of belleville,2003,Sylvain Chomet,Michèle Caucheteux Jean-Claude Donda Michel Robin Monica Viegas,78,the triplets of belleville,2003,Sylvain Chomet,Jean-Claude Donda Michel Robin Michèle Caucheteux Monica Viegas,78,1
2845,a1605,b100,the queen,2006,Stephen Frears,Helen Mirren Michael Sheen James Cromwell Alex Jennings,103,the queen,2006,Stephen Frears,Helen Mirren James Cromwell,103,1
3199,a66,b111,no country for old men,2007,Ethan Coen Joel Coen,Tommy Lee Jones Javier Bardem Josh Brolin Woody Harrelson,122,no country for old men,2007,Ethan Coen Joel Coen,Javier Bardem Josh Brolin Tommy Lee Jones,122,1
3231,a2868,b115,after hours,1985,Martin Scorsese,Griffin Dunne Rosanna Arquette Verna Bloom Tommy Chong,97,after hours,1985,Martin Scorsese,Griffin Dunne Rosanna Arquette,97,1
3265,a1236,b118,winter s bone,2010,Debra Granik,Jennifer Lawrence John Hawkes Garret Dillahunt Isaiah Stone,100,winter s bone,2010,Debra Granik,Garret Dillahunt Jennifer Lawrence John Hawkes,100,1
3364,a978,b123,about a boy,2002,Chris Weitz Paul Weitz,Hugh Grant Nicholas Hoult Toni Collette Sharon Small,101,bloody sunday,2002,Paul Greengrass,James Nesbitt Nicholas Farrell Tim Pigott-Smith,107,0
3427,a216,b125,her,2013,Spike Jonze,Joaquin Phoenix Amy Adams Scarlett Johansson Rooney Mara,126,her,2013,Spike Jonze,Amy Adams Chris Pratt Joaquin Phoenix Olivia Wilde Rooney Mara Samantha Morton Scarlett Johansson,126,1
3431,a2577,b126,badlands,1973,Terrence Malick,Martin Sheen Sissy Spacek Warren Oates Ramon Bieri,94,badlands,1973,Terrence Malick,Martin Sheen Sissy Spacek,94,1
3528,a47,b132,finding nemo,2003,Andrew Stanton Lee Unkrich,Albert Brooks Ellen DeGeneres Alexander Gould Willem Dafoe,100,finding nemo,2003,Andrew Stanton Lee Unkrich,Albert Brooks Alexander Gould Ellen DeGeneres,100,1
3603,a2088,b135,king kong,1933,Merian C. Cooper Ernest B. Schoedsack,Fay Wray Robert Armstrong Bruce Cabot Frank Reicher,100,king kong,1933,Ernest B. Schoedsack Merian C. Cooper,Bruce Cabot Fay Wray Frank Reicher James Flavin King Kong Noble Johnson Robert Armstrong Sam Hardy Steve Clemente Walter Ackerman,100,1
3672,a756,b137,before sunset,2004,Richard Linklater,Ethan Hawke Julie Delpy Vernon Dobtcheff Louise Lemoine Torrès,80,before sunset,2004,Richard Linklater,Ethan Hawke Julie Delpy,80,1
3682,a446,b138,being john malkovich,1999,Spike Jonze,John Cusack Cameron Diaz Catherine Keener John Malkovich,112,being john malkovich,1999,Spike Jonze,Cameron Diaz Catherine Keener John Cusack John Malkovich,112,1
3689,a586,b141,almost famous,2000,Cameron Crowe,Billy Crudup Patrick Fugit Kate Hudson Frances McDormand,122,almost famous,2000,Cameron Crowe,Billy Crudup,122,1
4123,a2220,b151,collateral damage,2002,Andrew Davis,Arnold Schwarzenegger John Leguizamo Francesca Neri Elias Koteas,108,capturing the friedmans,2003,Andrew Jarecki,Arnold Friedman David Friedman Elaine Friedman Jesse Friedman,107,0
4279,a235,b153,american hustle,2013,David O. Russell,Christian Bale Amy Adams Bradley Cooper Jennifer Lawrence,138,american hustle,2013,David O. Russell,Alessandro Nivola Amy Adams Bradley Cooper Christian Bale Jennifer Lawrence Jeremy Renner Louis C.K. Robert De Niro,138,1
4358,a2896,b154,paterson,2016,Jim Jarmusch,Adam Driver Golshifteh Farahani Nellie Rizwan Manji,118,paterson,2016,Jim Jarmusch,Adam Driver Golshifteh Farahani,118,1
4413,a294,b158,lost in translation,2003,Sofia Coppola,Bill Murray Scarlett Johansson Giovanni Ribisi Anna Faris,102,lost in translation,2003,Sofia Coppola,Bill Murray Giovanni Ribisi Scarlett Johansson,102,1
4783,a2646,b169,the remains of the day,1993,James Ivory,Anthony Hopkins Emma Thompson John Haycraft Christopher Reeve,134,howards end,1992,James Ivory,Anthony Hopkins Emma Thompson,140,0
4819,a349,b173,borat  cultural learnings of america for make benefit glorious nation of kazakhstan,2006,Larry Charles,Sacha Baron Cohen Ken Davitian Luenell Chester,84,borat  cultural learnings of america for make benefit glorious nation of kazakhstan,2006,Larry Charles,Ken Davitian Sacha Baron Cohen,84,1
4927,a341,b181,it s a wonderful life,1946,Frank Capra,James Stewart Donna Reed Lionel Barrymore Thomas Mitchell,130,it s a wonderful life,1947,Frank Capra,Donna Reed James Stewart,130,1
4998,a2038,b187,selma,2014,Ava DuVernay,David Oyelowo Carmen Ejogo Tim Roth Lorraine Toussaint,128,selma,2014,Ava DuVernay,Andre Holland Carmen Ejogo Common David Oyelowo Giovanni Ribisi Lorraine Toussaint Tim Roth Tom Wilkinson Wendell Pierce,128,1
5001,a654,b188,the artist,2011,Michel Hazanavicius,Jean Dujardin Bérénice Bejo John Goodman James Cromwell,100,the artist,2011,Michel Hazanavicius,,100,1
5025,a44,b191,goodfellas,1990,Martin Scorsese,Robert De Niro Ray Liotta Joe Pesci Lorraine Bracco,146,goodfellas,1990,Martin Scorsese,Joe Pesci Lorraine Bracco Paul Sorvino Ray Liotta Robert De Niro,146,1
5094,a111,b192,blade runner,1982,Ridley Scott,Harrison Ford Rutger Hauer Sean Young Edward James Olmos,117,blade runner,1982,Ridley Scott,Harrison Ford Rutger Hauer Sean Young,117,1
5422,a1280,b204,on the waterfront,1954,Elia Kazan,Marlon Brando Karl Malden Lee J. Cobb Rod Steiger,108,on the waterfront,1954,Elia Kazan,Karl Malden Marlon Brando,108,1
5576,a129,b209,whiplash,2014,Damien Chazelle,Miles Teller J.K. Simmons Melissa Benoist Paul Reiser,107,whiplash,2014,Damien Chazelle,J.K. Simmons Melissa Benoist Miles Teller Paul Reiser,107,1
5607,a735,b210,three billboards outside ebbing  missouri,2017,Martin McDonagh,Frances McDormand Woody Harrelson Sam Rockwell Caleb Landry Jones,115,three billboards outside ebbing  missouri,2017,Martin McDonagh,Abbie Cornish Alejandro Barrios Caleb Landry Jones Clarke Peters Darrell Britt-Gibson Frances McDormand Jason Redford John Hawkes Kathryn Newton Kerry Condon Lucas Hedges Peter Dinklage Riya May Atwood Sam Rockwell Samara Weaving Woody Harrelson Zeljko Ivanek,115,1
5678,a110,b214,the grand budapest hotel,2014,Wes Anderson,Ralph Fiennes F. Murray Abraham Mathieu Amalric Adrien Brody,99,the grand budapest hotel,2014,Wes Anderson,Adrien Brody Bill Murray Edward Norton F. Murray Abraham Harvey Keitel Jeff Goldblum Jude Law Léa Seydoux Mathieu Amalric Ralph Fiennes Saoirse Ronan Willem Dafoe,100,1
5685,a1341,b216,blue is the warmest color,2013,Abdellatif Kechiche,Léa Seydoux Adèle Exarchopoulos Salim Kechiouche Aurélien Recoing,180,blue is the warmest color,2013,Abdel Kechiche,Ad Alma Jodorowsky Anne Loiret Aurélien Recoing Benjamin Siksou Beno Catherine Salée Jeremie Laheurte Léa Seydoux Mona Walravens Salim Kechiouche Sandor Funtek,179,1
5761,a1245,b223,network,1976,Sidney Lumet,Faye Dunaway William Holden Peter Finch Robert Duvall,121,network,1976,Sidney Lumet,Faye Dunaway Peter Finch William Holden,121,1
5834,a972,b226,chicken run,2000,Peter Lord Nick Park,Mel Gibson Julia Sawalha Phil Daniels Lynn Ferguson,84,chicken run,2000,Nick Park Peter Lord,Julia Sawalha Mel Gibson,84,1
5901,a118,b227,the king s speech,2010,Tom Hooper,Colin Firth Geoffrey Rush Helena Bonham Carter Derek Jacobi,118,the king s speech,2010,Tom Hooper,Colin Firth Geoffrey Rush Helena Bonham Carter,118,1
6020,a1005,b228,hell or high water,2016,David Mackenzie,Chris Pine Ben Foster Jeff Bridges Gil Birmingham,102,hell or high water,2016,David Mackenzie,,102,1
6032,a557,b230,the fugitive,1993,Andrew Davis,Harrison Ford Tommy Lee Jones Sela Ward Julianne Moore,130,the fugitive,1993,Andrew Davis,Harrison Ford Tommy Lee Jones,130,1
6229,a205,b235,toy story 2,1999,John Lasseter Ash Brannon Lee Unkrich,Tom Hanks Tim Allen Joan Cusack Kelsey Grammer,92,toy story 2,1999,Ash Brannon John Lasseter Lee Unkrich,Tim Allen Tom Hanks,92,1
6342,a171,b237,birdman or  the unexpected virtue of ignorance ,2014,Alejandro G. Iñárritu,Michael Keaton Zach Galifianakis Edward Norton Andrea Riseborough,119,birdman or  the unexpected virtue of ignorance ,2014,Alejandro González Iñárritu,Amy Ryan Andrea Riseborough Edward Norton Emma Stone Michael Keaton Naomi Watts Zach Galifianakis,119,1
6412,a1216,b240,mary poppins,1964,Robert Stevenson,Julie Andrews Dick Van Dyke David Tomlinson Glynis Johns,139,mary poppins,1964,Robert Stevenson,Dick Van Dyke Julie Andrews,139,1
6576,a1530,b243,night of the living dead,1968,George A. Romero,Duane Jones Judith O'Dea Karl Hardman Marilyn Eastman,96,night of the living dead,1968,George A. Romero,Duane Jones Judith O'Dea,96,1
6936,a2506,b254,superman iii,1983,Richard Lester,Christopher Reeve Richard Pryor Margot Kidder Jackie Cooper,125,superman ii,1981,Richard Donner Richard Lester,Christopher Reeve Gene Hackman Margot Kidder,127,0
7161,a993,b263,goldfinger,1964,Guy Hamilton,Sean Connery Gert Fröbe Honor Blackman Shirley Eaton,110,goldfinger,1965,Guy Hamilton,Gert Fröbe Honor Blackman Sean Connery,110,1
7364,a2199,b273,all is lost,2013,J.C. Chandor,Robert Redford,106,all is lost,2013,J.C. Chandor,Robert Redford,106,1
7403,a426,b283,brokeback mountain,2005,Ang Lee,Jake Gyllenhaal Heath Ledger Michelle Williams Randy Quaid,134,brokeback mountain,2005,Ang Lee,Heath Ledger Jake Gyllenhaal Michelle Williams,134,1
7558,a2061,b287,rebel without a cause,1955,Nicholas Ray,James Dean Natalie Wood Sal Mineo Jim Backus,111,rebel without a cause,1955,Nicholas Ray,Ann Doran Corey Allen Dennis Hopper Edward Platt James Dean Jim Backus Natalie Wood Rochelle Hudson Sal Mineo William Hopper,111,1
7756,a854,b292,the shape of water,2017,Guillermo del Toro,Sally Hawkins Octavia Spencer Michael Shannon Doug Jones,123,the shape of water,2017,Guillermo del Toro,Cyndy Day David Hewlett Doug Jones John Kapelos Lauren Lee Smith Michael Shannon Michael Stuhlbarg Morgan Kelly Nick Searcy Nigel Bennett Octavia Spencer Richard Jenkins Sally Hawkins Stewart Arnott,123,1
7769,a2837,b293,shine,1996,Scott Hicks,Geoffrey Rush Armin Mueller-Stahl Justin Braine Sonia Todd,105,shine,1996,Scott Hicks,Armin Mueller-Stahl Geoffrey Rush,105,1
7848,a370,b296,moneyball,2011,Bennett Miller,Brad Pitt Robin Wright Jonah Hill Philip Seymour Hoffman,133,moneyball,2011,Bennett Miller,Brad Pitt Jonah Hill Robin Wright,133,1
7859,a953,b299,the english patient,1996,Anthony Minghella,Ralph Fiennes Juliette Binoche Willem Dafoe Kristin Scott Thomas,162,the english patient,1996,Anthony Minghella,Juliette Binoche Kristin Scott Thomas Ralph Fiennes Willem Dafoe,162,1
8096,a174,b306,jaws,1975,Steven Spielberg,Roy Scheider Robert Shaw Richard Dreyfuss Lorraine Gary,124,jaws,1975,Steven Spielberg,Richard Dreyfuss Robert Shaw Robert Shaw Roy Scheider,124,1
8178,a612,b311,lincoln,2012,Steven Spielberg,Daniel Day-Lewis Sally Field David Strathairn Joseph Gordon-Levitt,150,lincoln,2012,Steven Spielberg,Daniel Day-Lewis,150,1
8191,a465,b312,room,2015,Lenny Abrahamson,Brie Larson Jacob Tremblay Sean Bridgers Wendy Crewson,118,room,2015,Lenny Abrahamson,Brie Larson Jacob Tremblay,118,1
8262,a1496,b318,nebraska,2013,Alexander Payne,Bruce Dern Will Forte June Squibb Bob Odenkirk,115,nebraska,2013,Alexander Payne,Bob Odenkirk Bruce Dern June Squibb Stacy Keach Will Forte,115,1
8559,a1015,b326,rushmore,1998,Wes Anderson,Jason Schwartzman Bill Murray Olivia Williams Seymour Cassel,93,rushmore,1998,Wes Anderson,Bill Murray Jason Schwartzman,93,1
8560,a2809,b326,soldier,1998,Paul W.S. Anderson,Kurt Russell Jason Scott Lee Jason Isaacs Connie Nielsen,99,rushmore,1998,Wes Anderson,Bill Murray Jason Schwartzman,93,0
8594,a1286,b332,the kids are all right,2010,Lisa Cholodenko,Annette Bening Julianne Moore Mark Ruffalo Mia Wasikowska,106,the kids are all right,2010,Lisa Cholodenko,Annette Bening Julianne Moore Mark Ruffalo,106,1
8842,a119,b339,aliens,1986,James Cameron,Sigourney Weaver Michael Biehn Carrie Henn Paul Reiser,137,aliens,1986,James Cameron,Michael Biehn Sigourney Weaver,137,1
9115,a518,b348,chinatown,1974,Roman Polanski,Jack Nicholson Faye Dunaway John Huston Perry Lopez,130,chinatown,1974,Roman Polanski,Faye Dunaway Jack Nicholson John Huston,130,1
9345,a38,b358,back to the future,1985,Robert Zemeckis,Michael J. Fox Christopher Lloyd Lea Thompson Crispin Glover,116,back to the future,1985,Robert Zemeckis,Christopher Lloyd Michael J. Fox,116,1
9390,a2067,b358,romancing the stone,1984,Robert Zemeckis,Michael Douglas Kathleen Turner Danny DeVito Zack Norman,106,back to the future,1985,Robert Zemeckis,Christopher Lloyd Michael J. Fox,116,0
9545,a2467,b369,dangerous liaisons,1988,Stephen Frears,Glenn Close John Malkovich Michelle Pfeiffer Swoosie Kurtz,119,the grifters,1990,Stephen Frears,Anjelica Huston Annette Bening John Cusack,110,0
9602,a1971,b371,inherent vice,2014,Paul Thomas Anderson,Joaquin Phoenix Josh Brolin Owen Wilson Katherine Waterston,148,the master,2012,Paul Thomas Anderson,Amy Adams Jesse Plemons Joaquin Phoenix Philip Seymour Hoffman,144,0
9784,a1087,b380,superman,1978,Richard Donner,Christopher Reeve Margot Kidder Gene Hackman Marlon Brando,143,superman,1978,Richard Donner,Christopher Reeve Gene Hackman Margot Kidder,143,1
9971,a431,b387,baby driver,2017,Edgar Wright,Ansel Elgort Jon Bernthal Jon Hamm Eiza González,112,baby driver,2017,Edgar Wright,Ansel Elgort C.J. Jones Eiza González Jamie Foxx Jon Bernthal Jon Hamm Kevin Spacey Lily James Micah Howard Morgan Brown Morse Diggs,112,1
9997,a30,b389,american beauty,1999,Sam Mendes,Kevin Spacey Annette Bening Thora Birch Wes Bentley,122,american beauty,1999,Sam Mendes,Annette Bening Kevin Spacey,122,1
10130,a58,b398,raiders of the lost ark,1981,Steven Spielberg,Harrison Ford Karen Allen Paul Freeman John Rhys-Davies,115,raiders of the lost ark,1981,Steven Spielberg,Harrison Ford John Rhys-Davies Karen Allen Paul Freeman,115,1
10171,a106,b401,the pianist,2002,Roman Polanski,Adrien Brody Thomas Kretschmann Frank Finlay Emilia Fox,150,the pianist,2002,Roman Polanski,Adrien Brody Frank Finlay,150,1
10449,a347,b425,knocked up,2007,Judd Apatow,Seth Rogen Katherine Heigl Paul Rudd Leslie Mann,129,knocked up,2007,Judd Apatow,Katherine Heigl Paul Rudd Seth Rogen,129,1
10456,a23,b427,the departed,2006,Martin Scorsese,Leonardo DiCaprio Matt Damon Jack Nicholson Mark Wahlberg,151,the departed,2006,Martin Scorsese,Jack Nicholson Leonardo DiCaprio Matt Damon,151,1
10540,a3013,b431,stuart little 2,2002,Rob Minkoff,Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki,77,this is spinal tap  re release ,2000,Rob Reiner,Christopher Guest Michael McKean Rob Reiner,82,0
10590,a1935,b437,half nelson,2006,Ryan Fleck,Ryan Gosling Anthony Mackie Shareeka Epps Jeff Lima,106,half nelson,2006,Ryan Fleck,Ryan Gosling Shareeka Epps,106,1
10601,a141,b439,fargo,1996,Joel Coen Ethan Coen,William H. Macy Frances McDormand Steve Buscemi Peter Stormare,98,fargo,1996,Ethan Coen Joel Coen,Frances McDormand Steve Buscemi William H. Macy,98,1
10659,a2291,b441,a perfect world,1993,Clint Eastwood,Kevin Costner Clint Eastwood Laura Dern T.J. Lowther,138,unforgiven,1992,Clint Eastwood,Clint Eastwood Gene Hackman Morgan Freeman,131,0
10680,a1326,b443,about schmidt,2002,Alexander Payne,Jack Nicholson Hope Davis Dermot Mulroney Kathy Bates,125,about schmidt,2002,Alexander Payne,Dermot Mulroney Hope Davis Jack Nicholson,125,1
10722,a20,b449,the silence of the lambs,1991,Jonathan Demme,Jodie Foster Anthony Hopkins Lawrence A. Bonney Kasi Lemmons,118,the silence of the lambs,1991,Jonathan Demme,Anthony Hopkins Jodie Foster,118,1
11146,a625,b460,atonement,2007,Joe Wright,Keira Knightley James McAvoy Brenda Blethyn Saoirse Ronan,123,atonement,2007,Joe Wright,Brenda Blethyn James McAvoy Keira Knightley,123,1
11175,a1895,b464,the host,2006,Joon-ho Bong,Kang-ho Song Hee-Bong Byun Hae-il Park Doona Bae,120,the host,2007,Joon-ho Bong,Hae-il Park Hie-bong Byeon Kang-ho Song,119,1
11328,a1048,b473,the iron giant,1999,Brad Bird,Eli Marienthal Harry Connick Jr. Jennifer Aniston Vin Diesel,86,the iron giant,1999,Brad Bird,Eli Marienthal Harry Connick Jr.,86,1
11419,a1512,b481,from russia with love,1963,Terence Young,Sean Connery Robert Shaw Lotte Lenya Daniela Bianchi,115,from russia with love,1964,Terence Young,Lotte Lenya Robert Shaw Sean Connery,115,1
11613,a230,b494,children of men,2006,Alfonso Cuarón,Julianne Moore Clive Owen Chiwetel Ejiofor Michael Caine,109,children of men,2006,Alfonso Cuarón,Chiwetel Ejiofor Clive Owen Julianne Moore Michael Caine,109,1
11710,a110,b498,the grand budapest hotel,2014,Wes Anderson,Ralph Fiennes F. Murray Abraham Mathieu Amalric Adrien Brody,99,moonrise kingdom,2012,Wes Anderson,Bill Murray Bruce Willis Edward Norton Frances McDormand Harvey Keitel Jared Gilman Jason Schwartzman Kara Hayward Tilda Swinton,94,0
12031,a1747,b517,lagaan  once upon a time in india,2001,Ashutosh Gowariker,Aamir Khan Raghuvir Yadav Gracy Singh Rachel Shelley,224,lagaan  once upon a time in india,2002,Ashutosh Gowariker,,224,1
12122,a269,b525,mystic river,2003,Clint Eastwood,Sean Penn Tim Robbins Kevin Bacon Emmy Rossum,138,mystic river,2003,Clint Eastwood,Emmy Rossum Kevin Bacon Laura Linney Laurence Fishburne Sean Penn Tim Robbins,138,1
12146,a173,b527,looper,2012,Rian Johnson,Joseph Gordon-Levitt Bruce Willis Emily Blunt Paul Dano,113,looper,2012,Rian Johnson,Bruce Willis Emily Blunt Garret Dillahunt Jeff Daniels Joseph Gordon-Levitt Noah Segan Paul Dano Piper Perabo,119,1
12174,a142,b535,shrek,2001,Andrew Adamson Vicky Jenson,Mike Myers Eddie Murphy Cameron Diaz John Lithgow,90,shrek,2001,Andrew Adamson Vicky Jenson,Eddie Murphy Mike Myers,90,1
12197,a1154,b536,in the name of the father,1993,Jim Sheridan,Daniel Day-Lewis Pete Postlethwaite Alison Crosbie Philip King,133,in the name of the father,1993,Jim Sheridan,Daniel Day-Lewis,133,1
12475,a1056,b543,the insider,1999,Michael Mann,Russell Crowe Al Pacino Christopher Plummer Diane Venora,157,the insider,1999,Michael Mann,Al Pacino Russell Crowe,157,1
